case,method,n_nodes,total_time,minibatch,iter_times,tau,loss,accuracy
1,avg,5,10,3,2,5,14.451738821665444,0.11769999990239738
1,avg,5,10,3,2,10,12.959306742350261,0.15810000009834763
1,avg,5,10,3,2,15,11.614910845756516,0.21309999957680706
1,avg,5,10,3,2,20,10.579900121688851,0.2687000012025237
1,avg,5,10,3,2,25,10.698699200948077,0.30270000077784065
1,avg,5,10,3,2,30,9.540711899598437,0.348200001716614
1,avg,5,10,3,2,35,9.19348694403966,0.3953000013530256
1,avg,5,10,3,2,40,8.377829403082531,0.42140000149607687
1,avg,5,10,3,2,45,8.570692259470617,0.43899999901652353
1,avg,5,10,3,2,50,7.932723185221356,0.4705999958515166
1,avg,5,10,3,2,55,7.983028662999467,0.4906999972462652
1,avg,5,10,3,2,60,7.9802112913131635,0.5090999984741209
1,avg,5,10,3,2,65,7.526242015361783,0.5242999958992005
1,avg,5,10,3,2,70,7.3854697759946175,0.5264999943971633
1,avg,5,10,3,2,75,6.991726417541494,0.5606999972462656
1,avg,5,10,3,2,80,7.420460627873739,0.5582999950647356
1,avg,5,10,3,2,85,7.16710158507029,0.5652999988198281
1,avg,5,10,3,2,90,7.092447870969777,0.5786999949812891
1,avg,5,10,3,2,95,6.911214657624569,0.581899998188019
1,avg,5,10,3,2,100,6.684812651872627,0.5944999995827674
1,avg,5,10,3,2,105,6.596259239912036,0.5960999977588652
1,avg,5,10,3,2,110,7.0765619536240845,0.6037000009417535
1,avg,5,10,3,2,115,6.257096055348713,0.6122000005841256
1,avg,5,10,3,2,120,6.155408414204911,0.6144999977946282
1,avg,5,10,3,2,125,6.368138843377431,0.6190999999642374
1,avg,5,10,3,2,130,6.190499794880546,0.620499997138977
1,avg,5,10,3,2,135,5.725117086569472,0.6400000005960464
1,avg,5,10,3,2,140,5.68207788666089,0.6490999978780748
1,avg,5,10,3,2,145,5.701788364251451,0.645599998831749
1,avg,5,10,3,2,150,5.527390182813005,0.6489000022411346
1,avg,5,10,3,2,155,5.842802322705586,0.6443000003695487
1,avg,5,10,3,2,160,5.530532569487885,0.653599997460842
1,avg,5,10,3,2,165,5.391695070266725,0.6632000011205672
1,avg,5,10,3,2,170,5.0905366965134915,0.6711999994516373
1,avg,5,10,3,2,175,5.286894322633746,0.6645999991893766
1,avg,5,10,3,2,180,5.2308084293206525,0.6774000024795532
1,avg,5,10,3,2,185,5.2017378715674125,0.6683999967575072
1,avg,5,10,3,2,190,5.633137964804972,0.6505999982357025
1,avg,5,10,3,2,195,4.930956128438315,0.6779000025987625
1,avg,5,10,3,2,200,4.775285794734952,0.6812000000476839
1,avg,5,10,3,2,205,4.974891111850739,0.6793000012636183
1,avg,5,10,3,2,210,5.160019497076671,0.6757999986410144
1,avg,5,10,3,2,215,5.142972070773447,0.6770000022649765
1,avg,5,10,3,2,220,4.6576063662767355,0.6886000019311905
1,avg,5,10,3,2,225,5.588459425369888,0.6736999976634982
1,avg,5,10,3,2,230,4.7059546786546695,0.6890000015497211
1,avg,5,10,3,2,235,5.176862907409665,0.6835000032186508
1,avg,5,10,3,2,240,5.424003978967671,0.6755000010132791
1,avg,5,10,3,2,245,4.795128983457887,0.6922000008821491
1,avg,5,10,3,2,250,4.728170920809112,0.701300001144409
1,avg,5,10,3,2,255,4.710049007336298,0.7072999995946884
1,avg,5,10,3,2,260,4.426337509751318,0.7061000025272371
1,avg,5,10,3,2,265,4.7479089277982744,0.6970000022649767
1,avg,5,10,3,2,270,4.6562154922882755,0.7076000005006792
1,avg,5,10,3,2,275,4.596995973388351,0.7067000013589857
1,avg,5,10,3,2,280,4.643807931542395,0.7045000022649764
